,ID,Cellline,Label,Labels_list
2106,1148_D12_1,MCF7,18,[18]
2107,1148_D12_2,MCF7,18,[18]
2108,1148_D6_1,MCF7,18,[18]
2109,1148_D6_2,MCF7,18,[18]
2110,1148_D9_1,MCF7,14,[14]
2111,1148_D9_2,MCF7,14,[14]
2112,1148_E1_1,MCF7,2,[2]
2113,1148_E1_2,MCF7,2,[2]
2114,1148_F4_2,MCF7,18,[18]
2115,1148_F4_3,MCF7,18,[18]
2116,1148_F8_1,MCF7,18,[18]
2117,1148_F8_2,MCF7,18,[18]
2118,1148_G4_1,MCF7,13,[13]
2119,1148_G4_2,MCF7,13,[13]
2120,1148_H1_1,MCF7,1|17,"[1, 17]"
2121,1148_H1_2,MCF7,1|17,"[1, 17]"
2122,1148_H8_1,MCF7,14,[14]
2123,1148_H8_4,MCF7,14,[14]
2124,1149_A9_5,RH-30,14,[14]
2125,1149_A9_6,RH-30,14,[14]
2126,1149_B2_2,RH-30,7,[7]
2127,1149_B2_4,RH-30,7,[7]
2128,1149_C11_1,RH-30,17,[17]
2129,1149_C11_2,RH-30,17,[17]
2130,1149_D9_1,RH-30,7,[7]
2131,1149_D9_2,RH-30,7,[7]
2132,1149_E4_1,RH-30,17,[17]
2133,1149_E4_4,RH-30,17,[17]
2134,1149_F10_1,RH-30,18,[18]
2135,1149_F10_2,RH-30,18,[18]
2136,1149_G10_2,RH-30,1|2,"[1, 2]"
2137,1149_G10_4,RH-30,1|2,"[1, 2]"
2138,1149_G6_1,RH-30,2,[2]
2139,1149_G6_2,RH-30,2,[2]
2140,1149_G8_1,RH-30,14,[14]
2141,1149_G8_2,RH-30,14,[14]
2142,1150_A10_1,RH-30,14,[14]
2143,1150_A10_3,RH-30,14,[14]
2144,1150_A12_1,RH-30,6,[6]
2145,1150_A12_3,RH-30,6,[6]
2146,1150_A9_1,RH-30,17|13,"[17, 13]"
2147,1150_A9_3,RH-30,17|13,"[17, 13]"
2148,1150_B11_1,RH-30,13,[13]
2149,1150_B12_5,RH-30,17,[17]
2150,1150_B12_6,RH-30,17,[17]
2151,1150_B4_1,RH-30,14,[14]
2152,1150_B4_2,RH-30,14,[14]
2153,1150_E5_2,RH-30,18,[18]
2154,1150_E5_3,RH-30,18,[18]
2155,1150_F12_1,RH-30,4,[4]
2156,1150_G11_2,RH-30,9|13,"[9, 13]"
2157,1150_G12_1,RH-30,9,[9]
2158,1150_G6_1,RH-30,14,[14]
2159,1150_G6_3,RH-30,14,[14]
2160,1150_H4_7,RH-30,9,[9]
2161,1150_H4_9,RH-30,9,[9]
2162,1150_H8_4,RH-30,18,[18]
2163,1150_H8_5,RH-30,18,[18]
2164,1151_A11_3,RH-30,4,[4]
2165,1151_A11_4,RH-30,4,[4]
2166,1151_B1_1,RH-30,13,[13]
2167,1151_B1_2,RH-30,13,[13]
2168,1151_B6_1,RH-30,7,[7]
2169,1151_B7_1,RH-30,18,[18]
2170,1151_B7_2,RH-30,18,[18]
2171,1151_B9_1,RH-30,18,[18]
2172,1151_B9_2,RH-30,18,[18]
2173,1151_D11_1,RH-30,13|5,"[13, 5]"
2174,1151_D11_2,RH-30,13|5,"[13, 5]"
2175,1151_D6_2,RH-30,9|13,"[9, 13]"
2176,1151_F5_1,RH-30,12|14,"[12, 14]"
2177,1151_F5_2,RH-30,12|14,"[12, 14]"
2178,1151_G2_1,RH-30,14,[14]
2179,1151_G2_2,RH-30,14,[14]
2180,1151_G6_4,RH-30,12,[12]
2181,1152_A11_2,RH-30,17,[17]
2182,1152_A11_3,RH-30,17,[17]
2183,1152_A7_1,RH-30,18,[18]
2184,1152_A7_2,RH-30,18,[18]
2185,1152_A9_1,RH-30,12,[12]
2186,1152_A9_3,RH-30,12,[12]
2187,1152_B2_1,RH-30,12,[12]
2188,1152_B4_1,RH-30,18,[18]
2189,1152_B4_2,RH-30,18,[18]
2190,1152_C1_3,RH-30,17,[17]
2191,1152_C1_4,RH-30,17,[17]
2192,1152_C3_2,RH-30,18,[18]
2193,1152_C3_3,RH-30,18,[18]
2194,1152_E12_1,RH-30,14,[14]
2195,1152_F12_2,RH-30,17,[17]
2196,1152_F12_3,RH-30,17,[17]
2197,1152_F1_2,RH-30,14,[14]
2198,1152_F1_3,RH-30,14,[14]
2199,1152_H5_4,RH-30,7,[7]
2200,1153_A1_1,HEK 293,18,[18]
2201,1153_A1_2,HEK 293,18,[18]
2202,1153_B9_3,HEK 293,8,[8]
2203,1153_B9_5,HEK 293,8,[8]
2204,1153_C11_2,HEK 293,17|4,"[17, 4]"
2205,1153_C11_7,HEK 293,17|4,"[17, 4]"
2206,1153_E5_1,HEK 293,4,[4]
2207,1153_E5_2,HEK 293,4,[4]
2208,1153_E9_2,HEK 293,8,[8]
2209,1153_H5_2,HEK 293,7,[7]
2210,1153_H6_4,HEK 293,14,[14]
2211,1153_H6_6,HEK 293,14,[14]
2212,1153_H9_3,HEK 293,5,[5]
2213,1153_H9_4,HEK 293,5,[5]
2214,1154_B1_1,U-2 OS,13,[13]
2215,1154_B1_2,U-2 OS,13,[13]
2216,1154_B6_2,U-2 OS,7,[7]
2217,1154_B7_1,U-2 OS,18,[18]
2218,1154_B7_2,U-2 OS,18,[18]
2219,1154_B9_2,U-2 OS,18,[18]
2220,1154_B9_3,U-2 OS,18,[18]
2221,1154_C11_1,U-2 OS,13,[13]
2222,1154_C11_3,U-2 OS,13,[13]
2223,1154_C12_2,U-2 OS,18,[18]
2224,1154_C12_3,U-2 OS,18,[18]
2225,1154_D10_1,U-2 OS,6,[6]
2226,1154_D10_2,U-2 OS,6,[6]
2227,1154_D11_1,U-2 OS,17,[17]
2228,1154_D11_2,U-2 OS,17,[17]
2229,1154_E6_1,U-2 OS,18,[18]
2230,1154_E6_2,U-2 OS,18,[18]
2231,1154_F5_1,U-2 OS,12|14,"[12, 14]"
2232,1154_F5_3,U-2 OS,12|14,"[12, 14]"
2233,1154_G2_1,U-2 OS,14,[14]
2234,1154_G2_5,U-2 OS,14,[14]
2235,1154_G6_1,U-2 OS,12,[12]
2236,1154_G6_2,U-2 OS,12,[12]
2237,1156_A11_3,U-2 OS,17,[17]
2238,1156_A11_7,U-2 OS,17,[17]
2239,1156_A7_1,U-2 OS,18,[18]
2240,1156_A7_2,U-2 OS,18,[18]
2241,1156_A9_1,U-2 OS,12,[12]
2242,1156_A9_3,U-2 OS,12,[12]
2243,1156_B2_1,U-2 OS,12,[12]
2244,1156_B2_2,U-2 OS,12,[12]
2245,1156_B4_1,U-2 OS,18,[18]
2246,1156_B4_3,U-2 OS,18,[18]
2247,1156_B5_2,U-2 OS,12,[12]
2248,1156_B5_5,U-2 OS,12,[12]
2249,1156_C3_1,U-2 OS,18,[18]
2250,1156_C3_2,U-2 OS,18,[18]
2251,1156_C9_1,U-2 OS,18,[18]
2252,1156_C9_2,U-2 OS,18,[18]
2253,1156_E12_1,U-2 OS,14,[14]
2254,1156_E12_2,U-2 OS,14,[14]
2255,1156_E7_1,U-2 OS,18,[18]
2256,1156_E7_2,U-2 OS,18,[18]
2257,1156_F12_1,U-2 OS,17,[17]
2258,1156_F12_2,U-2 OS,17,[17]
2259,1156_F1_1,U-2 OS,14,[14]
2260,1156_F1_2,U-2 OS,14,[14]
2261,1156_F2_1,U-2 OS,14,[14]
2262,1156_F2_2,U-2 OS,14,[14]
2263,1156_F3_1,U-2 OS,18,[18]
2264,1156_F3_2,U-2 OS,18,[18]
2265,1156_H10_1,U-2 OS,18,[18]
2266,1156_H10_2,U-2 OS,18,[18]
2267,1156_H5_1,U-2 OS,7,[7]
2268,1156_H5_2,U-2 OS,7,[7]
2269,1156_H8_1,U-2 OS,18,[18]
2270,1156_H8_2,U-2 OS,18,[18]
2271,1156_H9_1,U-2 OS,18,[18]
2272,1156_H9_2,U-2 OS,18,[18]
2273,1158_A12_2,U-2 OS,7,[7]
2274,1158_A12_3,U-2 OS,7,[7]
2275,1158_B10_6,U-2 OS,13,[13]
2276,1158_B12_2,U-2 OS,2,[2]
2277,1158_B12_3,U-2 OS,2,[2]
2278,1158_B6_7,U-2 OS,8,[8]
2279,1158_B6_8,U-2 OS,8,[8]
2280,1158_C10_1,U-2 OS,6,[6]
2281,1158_C10_4,U-2 OS,6,[6]
2282,1158_C12_2,U-2 OS,14,[14]
2283,1158_C12_5,U-2 OS,14,[14]
2284,1158_C1_1,U-2 OS,7,[7]
2285,1158_C1_4,U-2 OS,7,[7]
2286,1158_C3_3,U-2 OS,7,[7]
2287,1158_C3_4,U-2 OS,7,[7]
2288,1158_C6_1,U-2 OS,18,[18]
2289,1158_C6_2,U-2 OS,18,[18]
2290,1158_D10_1,U-2 OS,18,[18]
2291,1158_D10_3,U-2 OS,18,[18]
2292,1158_D12_2,U-2 OS,18,[18]
2293,1158_D12_3,U-2 OS,18,[18]
2294,1158_D4_2,U-2 OS,17,[17]
2295,1158_D4_3,U-2 OS,17,[17]
2296,1158_D5_1,U-2 OS,14,[14]
2297,1158_D5_4,U-2 OS,14,[14]
2298,1158_E10_4,U-2 OS,17,[17]
2299,1158_E10_5,U-2 OS,17,[17]
2300,1158_E3_1,U-2 OS,8,[8]
2301,1158_E3_4,U-2 OS,8,[8]
2302,1158_E5_1,U-2 OS,14,[14]
2303,1158_E5_5,U-2 OS,14,[14]
2304,1158_E8_1,U-2 OS,18,[18]
2305,1158_E8_2,U-2 OS,18,[18]
2306,1158_F4_1,U-2 OS,4,[4]
2307,1158_F4_2,U-2 OS,4,[4]
2308,1158_G10_1,U-2 OS,18,[18]
2309,1158_G10_3,U-2 OS,18,[18]
2310,1158_G12_1,U-2 OS,4,[4]
2311,1158_G12_2,U-2 OS,4,[4]
2312,1158_G6_4,U-2 OS,18,[18]
2313,1158_G6_7,U-2 OS,18,[18]
2314,1158_G8_1,U-2 OS,18,[18]
2315,1158_G8_3,U-2 OS,18,[18]
2316,1158_H10_4,U-2 OS,8,[8]
2317,1158_H10_5,U-2 OS,8,[8]
2318,1158_H11_7,U-2 OS,5,[5]
2319,1158_H11_8,U-2 OS,5,[5]
2320,1158_H8_4,U-2 OS,5,[5]
2321,1158_H8_5,U-2 OS,5,[5]
2322,1159_A8_2,U-2 OS,14,[14]
2323,1159_A8_3,U-2 OS,14,[14]
2324,1159_B2_1,U-2 OS,6,[6]
2325,1159_B2_2,U-2 OS,6,[6]
2326,1159_C9_3,U-2 OS,2|7,"[2, 7]"
2327,1159_C9_4,U-2 OS,2|7,"[2, 7]"
2328,1159_E6_4,U-2 OS,14,[14]
2329,1159_E6_5,U-2 OS,14,[14]
2330,1159_F2_3,U-2 OS,4,[4]
2331,1159_F2_4,U-2 OS,4,[4]
2332,1159_F5_1,U-2 OS,14,[14]
2333,1159_F5_2,U-2 OS,14,[14]
2334,1159_F7_2,U-2 OS,14,[14]
2335,1159_F7_3,U-2 OS,14,[14]
2336,1159_G2_1,U-2 OS,5,[5]
2337,1159_G2_2,U-2 OS,5,[5]
2338,1159_G6_1,U-2 OS,3|7,"[3, 7]"
2339,1159_G6_2,U-2 OS,3|7,"[3, 7]"
2340,1159_G8_1,U-2 OS,17,[17]
2341,1159_G8_3,U-2 OS,17,[17]
2342,1159_G9_1,U-2 OS,4,[4]
2343,1159_G9_2,U-2 OS,4,[4]
2344,1159_H6_8,U-2 OS,17,[17]
2345,1159_H6_9,U-2 OS,17,[17]
2346,115_B5_1,U-251 MG,17|12,"[17, 12]"
2347,115_B5_2,U-251 MG,17|12,"[17, 12]"
2348,115_E10_1,U-251 MG,2,[2]
2349,115_E10_2,U-251 MG,2,[2]
2350,115_F1_2,U-251 MG,6,[6]
2351,115_F1_4,U-251 MG,6,[6]
2352,115_F2_1,U-251 MG,7,[7]
2353,115_F2_2,U-251 MG,7,[7]
2354,115_F9_1,U-251 MG,18,[18]
2355,115_F9_2,U-251 MG,18,[18]
2356,1161_A10_2,RH-30,8,[8]
2357,1161_A10_3,RH-30,8,[8]
2358,1161_A2_2,RH-30,18,[18]
2359,1161_A2_3,RH-30,18,[18]
2360,1161_B10_1,RH-30,17,[17]
2361,1161_B10_3,RH-30,17,[17]
2362,1161_B12_1,RH-30,17,[17]
2363,1161_B12_2,RH-30,17,[17]
2364,1161_B1_2,RH-30,18,[18]
2365,1161_B1_3,RH-30,18,[18]
2366,1161_D12_1,RH-30,4,[4]
2367,1161_D12_2,RH-30,4,[4]
2368,1161_G4_1,RH-30,5,[5]
2369,1161_G4_2,RH-30,5,[5]
2370,1161_H11_3,RH-30,17,[17]
2371,1161_H11_4,RH-30,17,[17]
2372,1162_C4_1,RH-30,2,[2]
2373,1162_C4_2,RH-30,2,[2]
2374,1162_C6_1,RH-30,14,[14]
2375,1162_C8_2,RH-30,7,[7]
2376,1162_E2_1,RH-30,7,[7]
2377,1162_H10_1,RH-30,13|7,"[13, 7]"
2378,1162_H10_2,RH-30,13|7,"[13, 7]"
2379,1162_H11_6,RH-30,13,[13]
2380,1162_H11_7,RH-30,13,[13]
2381,1163_A8_1,SiHa,14,[14]
2382,1163_A8_2,SiHa,14,[14]
2383,1163_B2_3,SiHa,6,[6]
2384,1163_B2_4,SiHa,6,[6]
2385,1163_C9_3,SiHa,7,[7]
2386,1163_E2_1,SiHa,17,[17]
2387,1163_E2_2,SiHa,17,[17]
2388,1163_E6_2,SiHa,14,[14]
2389,1163_F2_2,SiHa,4,[4]
2390,1163_F2_6,SiHa,4,[4]
2391,1163_F7_1,SiHa,14,[14]
2392,1163_F7_2,SiHa,14,[14]
2393,1163_G2_1,SiHa,5,[5]
2394,1163_G2_2,SiHa,5,[5]
2395,1163_G7_1,SiHa,17,[17]
2396,1163_G7_3,SiHa,17,[17]
2397,1163_H5_1,SiHa,2,[2]
2398,1163_H5_2,SiHa,2,[2]
2399,1163_H6_2,SiHa,17,[17]
2400,1163_H6_7,SiHa,17,[17]
2401,1164_A8_4,SiHa,7,[7]
2402,1164_A8_7,SiHa,7,[7]
2403,1164_B9_2,SiHa,17,[17]
2404,1164_B9_3,SiHa,17,[17]
2405,1164_C4_3,SiHa,2|14,"[2, 14]"
2406,1164_C5_2,SiHa,17,[17]
2407,1164_C5_3,SiHa,17,[17]
2408,1164_D5_1,SiHa,18,[18]
2409,1164_D5_2,SiHa,18,[18]
2410,1164_D9_2,SiHa,17,[17]
2411,1164_D9_4,SiHa,17,[17]
2412,1164_F11_7,SiHa,7,[7]
2413,1165_A12_1,RH-30,18,[18]
2414,1165_A12_2,RH-30,18,[18]
2415,1165_A4_5,RH-30,2,[2]
2416,1165_A4_7,RH-30,2,[2]
2417,1165_A9_1,RH-30,7,[7]
2418,1165_A9_2,RH-30,7,[7]
2419,1165_B12_1,RH-30,17,[17]
2420,1165_B12_2,RH-30,17,[17]
2421,1165_B7_4,RH-30,17,[17]
2422,1165_B7_7,RH-30,17,[17]
2423,1165_C11_1,RH-30,18,[18]
2424,1165_C11_2,RH-30,18,[18]
2425,1165_C6_1,RH-30,2,[2]
2426,1165_C6_2,RH-30,2,[2]
2427,1165_D1_1,RH-30,18,[18]
2428,1165_D1_2,RH-30,18,[18]
2429,1165_D3_2,RH-30,13|7,"[13, 7]"
2430,1165_E10_1,RH-30,13,[13]
2431,1165_E10_2,RH-30,13,[13]
2432,1165_E12_5,RH-30,17,[17]
2433,1165_E12_6,RH-30,17,[17]
2434,1165_F6_6,RH-30,4|7,"[4, 7]"
2435,1165_F6_7,RH-30,4|7,"[4, 7]"
2436,1165_F8_1,RH-30,13,[13]
2437,1165_F8_2,RH-30,13,[13]
2438,1165_G8_3,RH-30,2|13,"[2, 13]"
2439,1165_G8_4,RH-30,2|13,"[2, 13]"
2440,1168_A10_1,SiHa,14,[14]
2441,1168_A10_2,SiHa,14,[14]
2442,1168_A8_2,SiHa,17,[17]
2443,1168_A8_3,SiHa,17,[17]
2444,1168_B11_3,SiHa,17|13,"[17, 13]"
2445,1168_B11_4,SiHa,17|13,"[17, 13]"
2446,1168_B12_1,SiHa,17,[17]
2447,1168_B12_3,SiHa,17,[17]
2448,1168_C2_1,SiHa,17,[17]
2449,1168_C2_2,SiHa,17,[17]
2450,1168_C3_4,SiHa,4|14,"[4, 14]"
2451,1168_C5_2,SiHa,7,[7]
2452,1168_C5_3,SiHa,7,[7]
2453,1168_D1_2,SiHa,13,[13]
2454,1168_D1_3,SiHa,13,[13]
2455,1168_D8_2,SiHa,18,[18]
2456,1168_D8_3,SiHa,18,[18]
2457,1168_E11_4,SiHa,2,[2]
2458,1168_F5_1,SiHa,5,[5]
2459,1168_G3_1,SiHa,17,[17]
2460,1168_G3_2,SiHa,17,[17]
2461,1169_A11_4,SiHa,14,[14]
2462,1169_A11_5,SiHa,14,[14]
2463,1169_A9_2,SiHa,4|14,"[4, 14]"
2464,1169_B10_2,SiHa,7,[7]
2465,1169_B1_3,SiHa,17,[17]
2466,1169_B1_4,SiHa,17,[17]
2467,1169_B2_1,SiHa,12,[12]
2468,1169_B2_3,SiHa,12,[12]
2469,1169_E5_2,SiHa,18,[18]
2470,1169_E5_3,SiHa,18,[18]
2471,116_A6_1,A-431,4,[4]
2472,116_A6_2,A-431,4,[4]
2473,116_C1_1,A-431,13,[13]
2474,116_C1_2,A-431,13,[13]
2475,116_E3_1,A-431,7,[7]
2476,116_E3_2,A-431,7,[7]
2477,116_F1_1,A-431,6,[6]
2478,116_F1_2,A-431,6,[6]
2479,116_F2_1,A-431,7,[7]
2480,116_F2_2,A-431,7,[7]
2481,116_G3_1,A-431,14,[14]
2482,116_G3_2,A-431,14,[14]
2483,1170_A12_2,RH-30,2,[2]
2484,1170_A12_3,RH-30,2,[2]
2485,1170_A5_7,RH-30,12,[12]
2486,1170_E9_3,RH-30,17|7,"[17, 7]"
2487,1170_E9_4,RH-30,17|7,"[17, 7]"
2488,1171_B9_2,RH-30,10,[10]
2489,1171_B9_4,RH-30,10,[10]
2490,1171_C11_1,RH-30,17,[17]
2491,1171_C11_4,RH-30,17,[17]
2492,1171_C5_1,RH-30,2,[2]
2493,1171_C5_2,RH-30,2,[2]
2494,1171_D11_3,RH-30,13,[13]
2495,1171_D11_4,RH-30,13,[13]
2496,1171_D12_1,RH-30,17,[17]
2497,1171_D12_2,RH-30,17,[17]
2498,1171_E2_3,RH-30,14,[14]
2499,1171_E2_4,RH-30,14,[14]
2500,1171_E4_1,RH-30,2,[2]
2501,1171_E4_2,RH-30,2,[2]
2502,1171_F12_2,RH-30,18,[18]
2503,1171_F12_3,RH-30,18,[18]
2504,1171_F6_4,RH-30,4,[4]
2505,1171_H1_1,RH-30,17|2,"[17, 2]"
2506,1171_H1_3,RH-30,17|2,"[17, 2]"
2507,1171_H6_3,RH-30,14,[14]
2508,1171_H6_5,RH-30,14,[14]
2509,1171_H7_2,RH-30,1,[1]
2510,1174_A8_3,U-2 OS,7,[7]
2511,1174_A8_4,U-2 OS,7,[7]
2512,1174_B3_2,U-2 OS,3,[3]
2513,1174_B3_6,U-2 OS,3,[3]
2514,1174_B9_1,U-2 OS,17,[17]
2515,1174_B9_4,U-2 OS,17,[17]
2516,1174_C4_1,U-2 OS,2|14,"[2, 14]"
2517,1174_C4_4,U-2 OS,2|14,"[2, 14]"
2518,1174_C8_2,U-2 OS,18,[18]
2519,1174_C8_3,U-2 OS,18,[18]
2520,1174_D5_1,U-2 OS,18,[18]
2521,1174_D5_4,U-2 OS,18,[18]
2522,1174_D9_3,U-2 OS,17,[17]
2523,1174_D9_4,U-2 OS,17,[17]
2524,1174_F11_1,U-2 OS,7,[7]
2525,1174_F11_2,U-2 OS,7,[7]
2526,1174_F7_3,U-2 OS,4,[4]
2527,1174_F7_4,U-2 OS,4,[4]
2528,1174_G10_2,U-2 OS,17|13,"[17, 13]"
2529,1174_G10_3,U-2 OS,17|13,"[17, 13]"
2530,1176_A8_1,RH-30,13|7,"[13, 7]"
2531,1176_A8_3,RH-30,13|7,"[13, 7]"
2532,1176_C3_1,RH-30,18,[18]
2533,1176_C3_3,RH-30,18,[18]
2534,1176_C6_2,RH-30,7,[7]
2535,1176_C6_3,RH-30,7,[7]
2536,1176_C9_1,RH-30,17,[17]
2537,1176_C9_2,RH-30,17,[17]
2538,1176_D2_4,RH-30,17,[17]
2539,1176_D2_6,RH-30,17,[17]
2540,1176_D4_1,RH-30,17,[17]
2541,1176_D4_3,RH-30,17,[17]
2542,1176_D9_4,RH-30,13,[13]
2543,1176_E6_1,RH-30,14,[14]
2544,1176_E6_4,RH-30,14,[14]
2545,1176_E7_1,RH-30,6,[6]
2546,1176_E7_2,RH-30,6,[6]
2547,1176_G2_2,RH-30,14,[14]
2548,1176_G2_3,RH-30,14,[14]
2549,1176_H1_1,RH-30,17,[17]
2550,1176_H1_8,RH-30,17,[17]
2551,1176_H2_1,RH-30,18,[18]
2552,1176_H2_2,RH-30,18,[18]
2553,1176_H8_2,RH-30,1,[1]
2554,1176_H8_3,RH-30,1,[1]
2555,1177_B2_2,RH-30,6,[6]
2556,1177_C11_1,RH-30,14,[14]
2557,1177_C11_2,RH-30,14,[14]
2558,1177_G1_4,RH-30,14,[14]
2559,1177_G1_5,RH-30,14,[14]
2560,1177_H8_1,RH-30,18,[18]
2561,1177_H8_3,RH-30,18,[18]
2562,1178_A11_2,SiHa,12,[12]
2563,1178_A11_5,SiHa,12,[12]
2564,1178_B1_2,SiHa,18,[18]
2565,1178_B1_3,SiHa,18,[18]
2566,1178_B4_1,SiHa,17,[17]
2567,1178_B4_4,SiHa,17,[17]
2568,1178_C10_2,SiHa,4,[4]
2569,1178_C10_3,SiHa,4,[4]
2570,1178_C1_2,SiHa,17|2|7,"[17, 2, 7]"
2571,1178_C1_4,SiHa,17|2|7,"[17, 2, 7]"
2572,1178_C8_2,SiHa,18,[18]
2573,1178_C8_4,SiHa,18,[18]
2574,1178_D4_1,SiHa,10|12,"[10, 12]"
2575,1178_D4_2,SiHa,10|12,"[10, 12]"
2576,1178_E11_1,SiHa,7,[7]
2577,1178_E11_2,SiHa,7,[7]
2578,1178_E2_6,SiHa,17|3,"[17, 3]"
2579,1178_E2_8,SiHa,17|3,"[17, 3]"
2580,1178_G7_3,SiHa,18,[18]
2581,1178_G7_4,SiHa,18,[18]
2582,1179_A7_2,SiHa,17,[17]
2583,1179_A7_3,SiHa,17,[17]
2584,1179_C2_1,SiHa,18,[18]
2585,1179_C2_2,SiHa,18,[18]
2586,1179_D12_1,SiHa,17,[17]
2587,1179_D12_3,SiHa,17,[17]
2588,1179_D5_3,SiHa,17,[17]
2589,1179_D5_4,SiHa,17,[17]
2590,1179_E6_1,SiHa,18,[18]
2591,1179_E6_2,SiHa,18,[18]
2592,1179_E8_5,SiHa,17,[17]
2593,1179_E8_7,SiHa,17,[17]
2594,1179_F12_1,SiHa,18,[18]
2595,1179_F12_3,SiHa,18,[18]
2596,1179_F2_2,SiHa,7,[7]
2597,1179_F2_3,SiHa,7,[7]
2598,1179_H6_2,SiHa,17|5,"[17, 5]"
2599,1179_H6_3,SiHa,17|5,"[17, 5]"
2600,117_A6_1,U-2 OS,4,[4]
2601,117_A6_2,U-2 OS,4,[4]
2602,117_B2_1,U-2 OS,6,[6]
2603,117_B2_2,U-2 OS,6,[6]
2604,117_B5_1,U-2 OS,12,[12]
2605,117_B5_2,U-2 OS,12,[12]
2606,117_C11_1,U-2 OS,18,[18]
2607,117_C11_2,U-2 OS,18,[18]
2608,117_C9_1,U-2 OS,12,[12]
2609,117_C9_2,U-2 OS,12,[12]
2610,117_D7_3,U-2 OS,7,[7]
2611,117_D7_4,U-2 OS,7,[7]
2612,117_E1_1,U-2 OS,7,[7]
2613,117_E1_2,U-2 OS,7,[7]
2614,117_E8_1,U-2 OS,18,[18]
2615,117_E8_2,U-2 OS,18,[18]
2616,117_F1_1,U-2 OS,6,[6]
2617,117_F1_2,U-2 OS,6,[6]
2618,117_F2_1,U-2 OS,7,[7]
2619,117_F2_2,U-2 OS,7,[7]
2620,117_F9_1,U-2 OS,18,[18]
2621,117_F9_2,U-2 OS,18,[18]
2622,117_H11_1,U-2 OS,18,[18]
2623,117_H11_2,U-2 OS,18,[18]
2624,1182_E6_1,HEK 293,12,[12]
2625,1182_E6_2,HEK 293,12,[12]
2626,1182_E7_2,HEK 293,18,[18]
2627,1182_E7_4,HEK 293,18,[18]
2628,1182_E8_1,HEK 293,10|11|13,"[10, 11, 13]"
2629,1182_E8_2,HEK 293,10|11|13,"[10, 11, 13]"
2630,1182_F3_1,HEK 293,5,[5]
2631,1182_H3_2,HEK 293,5,[5]
2632,1182_H8_2,HEK 293,17,[17]
2633,1182_H8_3,HEK 293,17,[17]
2634,1183_C12_7,SiHa,17|5|7,"[17, 5, 7]"
2635,1183_C12_8,SiHa,17|5|7,"[17, 5, 7]"
2636,1183_C9_1,SiHa,7,[7]
2637,1183_C9_2,SiHa,7,[7]
2638,1183_D4_1,SiHa,14,[14]
2639,1183_E12_3,SiHa,17,[17]
2640,1183_E12_4,SiHa,17,[17]
2641,1183_E3_1,SiHa,7,[7]
2642,1183_F5_1,SiHa,17,[17]
2643,1183_F5_3,SiHa,17,[17]
2644,1183_G10_2,SiHa,4,[4]
2645,1183_G10_3,SiHa,4,[4]
2646,1183_G11_4,SiHa,18,[18]
2647,1183_G11_5,SiHa,18,[18]
2648,1183_G5_1,SiHa,5|7,"[5, 7]"
2649,1183_G5_3,SiHa,5|7,"[5, 7]"
2650,1183_H5_1,SiHa,9,[9]
2651,1184_A8_2,SiHa,17,[17]
2652,1184_A8_3,SiHa,17,[17]
2653,1184_C10_1,SiHa,18,[18]
2654,1184_C10_2,SiHa,18,[18]
2655,1184_C12_3,SiHa,7,[7]
2656,1184_F9_2,SiHa,7,[7]
2657,1185_E10_1,PC-3,6,[6]
2658,1185_E10_5,PC-3,6,[6]
2659,1185_F6_2,PC-3,4,[4]
2660,1185_F6_3,PC-3,4,[4]
2661,1186_C8_1,PC-3,13,[13]
2662,1186_G2_2,PC-3,10,[10]
2663,1186_G7_2,PC-3,14,[14]
2664,1186_G7_4,PC-3,14,[14]
2665,1187_A4_1,PC-3,7,[7]
2666,1187_A4_2,PC-3,7,[7]
2667,1187_B7_1,PC-3,13,[13]
2668,1187_C3_1,PC-3,17,[17]
2669,1187_C3_2,PC-3,17,[17]
2670,1187_C7_1,PC-3,2|14,"[2, 14]"
2671,1187_C7_3,PC-3,2|14,"[2, 14]"
2672,1187_F12_1,PC-3,18,[18]
2673,1187_F12_2,PC-3,18,[18]
2674,1187_G8_3,PC-3,14,[14]
2675,1187_G8_4,PC-3,14,[14]
2676,1187_G9_1,PC-3,2,[2]
2677,1187_G9_2,PC-3,2,[2]
2678,1189_A11_1,U-2 OS,2,[2]
2679,1189_A11_2,U-2 OS,2,[2]
2680,1189_A2_1,U-2 OS,6,[6]
2681,1189_A2_2,U-2 OS,6,[6]
2682,1189_B6_1,U-2 OS,18,[18]
2683,1189_B6_2,U-2 OS,18,[18]
2684,1189_C12_1,U-2 OS,9|12,"[9, 12]"
2685,1189_C3_1,U-2 OS,18,[18]
2686,1189_C3_2,U-2 OS,18,[18]
2687,1189_D8_1,U-2 OS,18,[18]
2688,1189_D8_2,U-2 OS,18,[18]
2689,1189_F6_1,U-2 OS,14,[14]
2690,1189_F6_4,U-2 OS,14,[14]
2691,1189_G12_1,U-2 OS,7,[7]
2692,1189_G12_3,U-2 OS,7,[7]
2693,1189_G6_1,U-2 OS,18,[18]
2694,1189_G6_3,U-2 OS,18,[18]
2695,1189_G7_1,U-2 OS,14,[14]
2696,1189_G7_2,U-2 OS,14,[14]
2697,1189_H8_1,U-2 OS,17,[17]
2698,1189_H8_2,U-2 OS,17,[17]
2699,118_A2_1,U-251 MG,5,[5]
2700,118_A2_2,U-251 MG,5,[5]
2701,118_C3_1,U-251 MG,18,[18]
2702,118_C3_2,U-251 MG,18,[18]
